OccurrencePrecinctCode,CollisionID,CollisionKey,Collision_ at_Intersection,IntersectionAddress,IntersectingStreet,CrossStreet,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
078,2022078000592,249195599,2,15 ST&&7 AVE,15 ST,7 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000597,248018157,1,2 ST&&7 AVE,7 AVE,2 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
078,2022078000555,247441538,1,3 AVE&&UNION ST,3 AVE,UNION ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000648,249090773,1,3 ST&&PROSPECT PARK W,3 ST,PROSPECT PARK W,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000564,247554354,1,4 AVE&&5 ST,4 AVE,5 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000625,248699812,1,4 AVE&&7 ST,4 AVE,7 ST,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000566,247852962,1,4 AVE&&8 ST,4 AVE,8 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
078,2022078000571,247811900,1,4 AVE&&CARROLL ST,4 AVE,CARROLL ST,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000633,248550448,1,4 AVE&&ST MARKS PL,4 AVE,ST MARKS PL,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
078,2022078000582,247852965,1,4 AVE&&UNION ST,4 AVE,UNION ST,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000590,248699811,1,4 ST&&PROSPECT PARK W,PROSPECT PARK W,4 ST,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
078,2022078000574,247764426,1,5 AVE&&9 ST,9 ST,5 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000607,248142217,2,5 AVE&&9 ST,5 AVE,9 ST,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
